APP ID,Date Announced,CIA_Name,Grant Type,Sub Type,Grant Title,Admin Institution,State,Sector,Start Yr,End Yr,Total,Broad Research Area,FOR Category,Field of Research,Res KW1,Res KW2,Res KW3,Res KW4,Res KW5,Plain Description,
1105825,09-Nov-15,Prof Christos Pantelis,Research Fellowships,Research Fellowship,Neurobiological ‘risk’ and ‘resilience’ biomarkers of severe mental illness,University of Melbourne,VIC,University,2016,2020,"$926,980",Clinical Medicine and Science,CLINICAL SCIENCES,Psychiatry (incl. Psychotherapy),schizophrenia and related disorders,neurodevelopmental disorders,schizotypal personality,neuroimaging,biomarkers,"Mental disorders of childhood (schizotypal disorder, autism spectrum disorders) and adolescence (psychoses, schizophrenia) represent a major burden of disease. We will use sophisticated neuroimaging to examine trajectories of brain growth from childhood to adulthood and identify factors (stress, drugs, inflammation, genes) relevant to risk and resilience to developing these disorders. This will lead to novel early interventions to reduce or ameliorate these conditions.",.
1102948,09-Nov-15,Prof Rajiv Khanna,Research Fellowships,Research Fellowship,Immunobilogy of Human Herpesviruses: From Bench to Bedside,Queensland Institute of Medical Research,QLD,Research,2016,2020,"$926,980",Basic Science,IMMUNOLOGY,"Applied Immunology (incl. Antibody Engineering, Xenotransplantation and T-cell Therapies)",Epstein-Barr virus (EBV),cytomegalovirus (CMV) infection,immunotherapy,T cells,vaccine,This Fellowship application is aiming to translate our newly emerging knowledge on immune regulation of human herpesviruses and associated diseases from bench to bedside. We are aiming develop new platform technologies which will allow us to test novel immunotherapeutic strategies to treat herpesvirus-associated diseases.,.
1102926,09-Nov-15,Prof Don McManus,Research Fellowships,Research Fellowship,New interventions to end neglected tropical diseases in Asia,Queensland Institute of Medical Research,QLD,Research,2016,2020,"$926,980",Public Health,MEDICAL MICROBIOLOGY,Medical Parasitology,Schistosoma,helminth infection,tropical disease,vaccine,school-based intervention,"My research goal is to eliminate parasitic worm infestations globally. These parasites cause substantial illness and affect the world's poorest people. Programs that drug treat infected individuals operate but these are neither effective nor sustainable. Our research has shown that additional measures, such as vaccination and health education, are needed and we aim to develop and field test a combination of interventions that will lead to their sustainable control and eventual elimination.",.
1104050,09-Nov-15,Prof Xu Dong Zhang,Research Fellowships,Research Fellowship-6th year,Overcoming resistance of metastatic melanoma to treatment,University of Newcastle,NSW,University,2016,2016,"$124,531",Clinical Medicine and Science,ONCOLOGY AND CARCINOGENESIS,Solid Tumours,melanoma,cancer biology,targeted therapy,biomarkers,immunotherapy,"Two novel classes of drugs have become available in the treatment of metastatic melanoma in recent years.  However, one class does not produce long-lasting benefits, and the other, only benefits a small proportion of patients.  My research in the next 5 years will aim at finding ways to accurately select patients for treatment with the drugs and to prolong the treatment effects, thus improving the overall benefits of these new drugs in the treatment of melanoma.",.
1103783,09-Nov-15,Prof Nigel Laing,Research Fellowships,Research Fellowship-6th year,"NG Laing Fellowship: neurogenetic disorders – gene discovery, functional genomics, therapies, diagnostics and prevention.",University of Western Australia,WA,University,2016,2016,"$150,660",Clinical Medicine and Science,GENETICS,Neurogenetics,gene discovery,molecular pathology,gene therapy,molecular diagnostics,disease prevention,"Rare diseases, most of which are genetic, cause 50% of deaths by age one in Australia. In this Fellowship, I aim to find the cause of genetic diseases, understand how the mutation in the gene leads to the disease, investigate possible therapies for a select category of genetic diseases for which we have already found the gene and develop better methods of diagnosis for genetic diseases, including means of preventing genetic diseases through diagnosing carriers of severe diseases.",.
1103364,09-Nov-15,A/Pr Kevin Barnham,Research Fellowships,Research Fellowship-6th year,New therapeutic and diagnostic strategies for neurodegenerative diseases,University of Melbourne,VIC,University,2016,2016,"$137,595",Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Pharmaceutical Sciences,Alzheimer disease,Parkinson disease,amyloid,drug discovery,copper,As life expectancies increase the incidence of neurodegenerative diseases such as Alzheimer's and Parkinson's disease will also increase.  The goals of this fellowship application are to develop new therapeutic and diagnostic strategies for these diseases.,.
1103297,09-Nov-15,Prof Heather Young,Research Fellowships,Research Fellowship-6th year,Generation of enteric neurons during development and for therapy,University of Melbourne,VIC,University,2016,2016,"$137,595",Basic Science,NEUROSCIENCES,Autonomic Nervous System,enteric nervous system,Hirschsprung's disease,neural crest,motility disorders,gastrointestinal motility,"Within the gut wall, there is an extensive network of neurons that plays an essential role in controlling gut motility.  Using state-of-the-art, multi-disciplinary approaches, my research aims to (1) understand the mechanisms regulating the development of enteric neurons during normal development, and (2) develop therapies to treat diseases of enteric neurons.",.
1107205,09-Nov-15,A/Pr Sofianos Andrikopoulos,Research Fellowships,Research Fellowship-6th year,Towards personalised medicine in the treatment of type 2 diabetes,University of Melbourne,VIC,University,2016,2016,"$124,531",Basic Science,CLINICAL SCIENCES,Endocrinology,insulin secretion,islets of Langerhans,genetic predisposition,mouse genetics,targeted therapy,"Type 2 diabetes is characterised by high blood glucose levels that lead to blindness, kidney failure, heart attacks and stroke.  The cause of high blood glucose levels is the inability of the pancreas to secrete the appropriate amount of the hormone insulin and this is likely due to defects in specific genes. In this study we will use a novel and power approach to identify genes that cause reduced insulin secretion that may lead to better treatments for patients with type 2 diabetes.",.
1107290,09-Nov-15,Prof Gregory Cooney,Research Fellowships,Research Fellowship-6th year,Novel approaches to understanding the links between obesity and type 2 diabetes,Garvan Institute of Medical Research,NSW,Research,2016,2016,"$137,595",Basic Science,CLINICAL SCIENCES,Endocrinology,diabetes,obesity,endocrinology,metabolism,animal model,"Obesity is a major health problem because it increases the risk of developing type 2 diabetes, heart disease, stroke, some cancers and dementia. This research program will investigate new ways to  increase energy expenditure to reduce obesity and examine the links between obesity and metabolic disease to highlight specific aspects of obesity that decrease insulin action and increase risk of type 2 diabetes.",.
1102675,09-Nov-15,Prof Geoffrey Head,Research Fellowships,Research Fellowship-6th year,Neurogenic mechanisms in hypertension,Baker IDI Heart and Diabetes Institute,VIC,Research,2016,2016,"$150,660",Basic Science,CARDIOVASCULAR MEDICINE AND HAEMATOLOGY,Cardiology (incl. Cardiovascular Diseases),hypertension,obesity,sympathetic nervous system,stress,neurotransmitters,"Hypertension is the major driver of cardiovascular disease affecting over a billion people. The cause is increasingly lifestyle related (obesity, stress and lack of exercise) and activation of the nervous system is a major contributor in all cases. My vision for the next 5 years is discover the key underlying mechanisms within the central nervous system and the kidney that are primarily responsible for increasing nervous activity and blood pressure.",.
1103519,09-Nov-15,Prof Gregory Dusting,Research Fellowships,Research Fellowship-6th year,New approaches to regenerative healing in heart and retinal eye disease,Centre for Eye Research Australia Ltd,VIC,Research,2016,2016,"$150,660",Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Basic Pharmacology,retinal disease,tissue regeneration,cardioprotection,drug discovery,tissue engineering,"Loss of vision due to damage to the retina is on the rise in the elderly. Currently this is treated by frequent injections directly into the eye, but this is very costly and does not always improve vision, yet can have serious side effects. We have discovered new potential treatments for retinal blindness, and will be testing them at the bench and in lab animals. We also grow human heart tissue from stem cells to repair injured hearts, and have found new cells and drugs to help this process.",.
